TRADE_DT,S_DQ_PCTCHANGE,S_DQ_VOLUME
20111221,-2.3959,17750500.0000
20111222,-1.3068,21916270.0000
20111223,0.8691,18996176.0000
20111226,-0.5807,15476837.0000
20111227,-2.5369,15874097.0000
20111228,-0.5195,17440648.0000
20111229,-0.0068,15220927.0000
20111230,1.8581,17784265.0000
20120104,-2.2818,18342839.0000
20120105,-3.6923,19965700.0000
20120106,0.4286,17818123.0000
20120109,4.0601,25616408.0000
20120110,4.1236,39387518.0000
20120111,0.0404,33901708.0000
20120112,-0.0278,29069877.0000
20120113,-3.3508,28108656.0000
20120116,-3.1896,18775466.0000
20120117,5.5684,30148504.0000
20120118,-2.0282,30825517.0000
20120119,1.0165,22974026.0000
20120120,1.3709,22067349.0000
20120130,-0.6995,18754385.0000
20120131,0.0633,18290721.0000
20120201,-0.8578,18236400.0000
20120202,1.8957,21787903.0000
20120203,1.6495,32168313.0000
20120206,0.8677,31249203.0000
20120207,-1.6284,26815778.0000
20120208,2.6418,33521948.0000
20120209,0.7060,43898212.0000
20120210,0.5298,39783192.0000
20120213,0.9072,38238075.0000
20120214,0.1349,35904825.0000
20120215,1.5186,43625730.0000
20120216,-0.0265,43777965.0000
20120217,-0.3326,32808052.0000
20120220,0.2567,40392597.0000
20120221,1.2266,36803776.0000
20120222,1.9540,51791671.0000
20120223,0.3221,46948688.0000
20120224,1.5114,56589427.0000
20120227,0.1997,65749511.0000
20120228,-0.4980,49008662.0000
20120229,-1.3198,40415160.0000
20120301,0.5284,35636810.0000
20120302,2.1192,46234628.0000
20120305,0.1044,49104517.0000
20120306,-0.9950,45639236.0000
20120307,-0.7413,42103840.0000
20120308,1.5838,43200053.0000
20120309,1.4843,44003418.0000
20120312,0.5980,47078437.0000
20120313,1.0060,47496368.0000
20120314,-4.4947,76590775.0000
20120315,-1.2132,50893936.0000
20120316,2.6458,45535226.0000
20120319,1.1377,45400983.0000
20120320,-2.1780,41414842.0000
20120321,0.3674,40281832.0000
20120322,-0.4696,33653338.0000
20120323,-1.9308,32869793.0000
20120326,-0.1049,24884816.0000
20120327,-0.3656,26109103.0000
20120328,-4.4587,36270135.0000
20120329,-1.8425,30801466.0000
20120330,-0.2582,24826017.0000
20120405,3.3567,29352448.0000
20120406,0.6365,30065466.0000
20120409,-1.1568,25820027.0000
20120410,1.1707,28826223.0000
20120411,0.3500,32721451.0000
20120412,2.0729,41797334.0000
20120413,0.9510,48222257.0000
20120416,0.2844,44225815.0000
20120417,-1.4632,42854332.0000
20120418,2.2708,44254450.0000
20120419,-0.2508,40362022.0000
20120420,0.8546,45830359.0000
20120423,-1.1988,53167410.0000
20120424,-0.6821,55731814.0000
20120425,1.4324,62910454.0000
20120426,-0.5078,53458817.0000
20120427,-0.9565,38847015.0000
20120502,1.4632,47656404.0000
20120503,0.4184,41613118.0000
20120504,0.6478,40671451.0000
20120507,0.7065,42312757.0000
20120508,-0.0286,40796563.0000
20120509,-1.7445,39331106.0000
20120510,0.3675,32391180.0000
20120511,-0.4220,32360159.0000
20120514,-0.1423,37973676.0000
20120515,-0.1136,33110382.0000
20120516,-1.2297,32594326.0000
20120517,1.4718,36674870.0000
20120518,-1.5704,37751568.0000
20120521,-0.0632,31496201.0000
20120522,1.5741,34531190.0000
20120523,-0.0576,40013725.0000
20120524,-0.8311,37482895.0000
20120525,-1.1576,35694436.0000
20120528,1.4287,41965484.0000
20120529,1.5789,47610593.0000
20120530,0.1746,39619720.0000
20120531,0.0366,36784378.0000
20120601,-0.2439,34951400.0000
20120604,-3.2750,37140064.0000
20120605,-0.1158,27792184.0000
20120606,-0.4824,25405499.0000
20120607,-0.5285,25629537.0000
20120608,-0.4741,26182539.0000
20120611,1.8561,26783143.0000
20120612,-0.6039,25318875.0000
20120613,1.8425,31709992.0000
20120614,-0.6033,30569988.0000
20120615,-0.1016,27821018.0000
20120618,0.9793,26203010.0000
20120619,-0.7265,30135968.0000
20120620,-0.5978,25778043.0000
20120621,-1.2446,24672848.0000
20120625,-2.7214,24481529.0000
20120626,-0.0900,24632381.0000
20120627,-0.3888,23233274.0000
20120628,-1.3975,24647609.0000
20120629,1.2587,25254318.0000
20120702,1.1103,26187341.0000
20120703,0.1788,28102156.0000
20120704,-0.5128,23234780.0000
20120705,-2.2742,24976516.0000
20120706,1.9994,29658213.0000
20120709,-2.5166,29267498.0000
20120710,-0.9750,23223052.0000
20120711,1.1421,21254467.0000
20120712,1.3571,31711097.0000
20120713,-0.4411,24312071.0000
20120716,-3.6097,29146202.0000
20120717,0.7006,23122360.0000
20120718,0.5567,27706805.0000
20120719,1.1873,33196398.0000
20120720,-0.6704,27471152.0000
20120723,-0.9513,23173111.0000
20120724,0.6961,21941704.0000
20120725,-0.8630,22803551.0000
20120726,-0.8928,23368152.0000
20120727,-0.5676,20566795.0000
20120730,-2.0143,21270690.0000
20120731,-1.8107,20378412.0000
20120801,1.8040,19890893.0000
20120802,-0.6318,20529310.0000
20120803,2.0024,21856891.0000
20120806,2.3747,30051288.0000
20120807,0.9285,34012319.0000
20120808,-0.3494,30300694.0000
20120809,1.4471,33631782.0000
20120810,-0.2705,31124782.0000
20120813,-2.2895,27737143.0000
20120814,0.9489,27085197.0000
20120815,-1.1567,21160138.0000
20120816,-0.7252,17659890.0000
20120817,-0.0015,16691881.0000
20120820,0.0810,16860188.0000
20120821,1.4080,22797592.0000
20120822,-0.8886,21917303.0000
20120823,0.6618,22042945.0000
20120824,-1.8702,23637201.0000
20120827,-2.4931,21990361.0000
20120828,0.5232,20486334.0000
20120829,-0.6702,20895031.0000
20120830,-1.5740,26069892.0000
20120831,0.3197,17767183.0000
20120903,1.9368,22583408.0000
20120904,-1.1086,21103124.0000
20120905,0.5363,20951681.0000
20120906,1.1357,21776796.0000
20120907,3.6273,50349686.0000
20120910,0.8680,42717618.0000
20120911,-0.4019,33453739.0000
20120912,0.7771,33796211.0000
20120913,-1.3869,33938242.0000
20120914,0.2625,34915455.0000
20120917,-3.0058,29401639.0000
20120918,-0.4153,20639932.0000
20120919,0.9803,19631772.0000
20120920,-2.8903,26794149.0000
20120921,-0.5710,23752365.0000
20120924,0.7460,22123560.0000
20120925,-0.7184,19735875.0000
20120926,-2.3031,20860436.0000
20120927,2.2491,26945622.0000
20120928,1.8678,26692404.0000
20121008,-0.5121,19485326.0000
20121009,2.5838,29878196.0000
20121010,0.9587,33291788.0000
20121011,-1.4825,29191820.0000
20121012,-0.2354,28213827.0000
20121015,-0.5311,23539877.0000
20121016,0.3115,22489721.0000
20121017,0.2335,22499429.0000
20121018,1.6680,34601123.0000
20121019,-0.2850,27975908.0000
20121022,0.3970,24527343.0000
20121023,-1.1951,28952346.0000
20121024,-0.0352,29639668.0000
20121025,-0.9745,33361963.0000
20121026,-1.9490,29717478.0000
20121029,-0.1376,20727660.0000
20121030,0.0552,22608737.0000
20121031,0.2344,20977676.0000
20121101,1.8968,33136396.0000
20121102,0.6617,33139025.0000
20121105,-0.4370,29117417.0000
20121106,-0.6828,29707414.0000
20121107,-0.1282,24474336.0000
20121108,-2.4796,27608878.0000
20121109,-0.4023,20290199.0000
20121112,0.6202,21407500.0000
20121113,-2.0466,22946754.0000
20121114,0.2973,19657788.0000
20121115,-1.7658,20262092.0000
20121116,-0.5845,18923873.0000
20121119,0.2328,16723783.0000
20121120,-0.3971,16332550.0000
20121121,1.0352,20669915.0000
20121122,-1.3241,17125288.0000
20121123,0.3461,17107809.0000
20121126,-1.1691,14775891.0000
20121127,-3.5738,20739078.0000
20121128,-2.2217,18301148.0000
20121129,-0.9413,17544787.0000
20121130,1.5301,18980357.0000
20121203,-2.3961,21115016.0000
20121204,1.2469,22740395.0000
20121205,3.6924,37987933.0000
20121206,-0.0637,28387031.0000
20121207,2.2828,39193630.0000
20121210,1.7639,40450531.0000
20121211,-0.6730,35119469.0000
20121212,0.0288,27388007.0000
20121213,-1.3279,26777078.0000
20121214,4.1775,52540337.0000
20121217,0.8363,52606393.0000
20121218,-0.1711,46993056.0000
20121219,0.4052,36876183.0000
20121220,0.3152,36911367.0000
20121221,-0.2504,39141260.0000
20121224,0.5361,29083885.0000
20121225,2.2898,52862852.0000
20121226,1.2413,46800002.0000
20121227,-0.9042,47223724.0000
20121228,1.1162,41316230.0000
20121231,1.2570,47415846.0000
20130104,-0.5375,46170854.0000
20130107,0.9244,42731122.0000
20130108,1.1760,51963827.0000
20130109,0.2389,50927396.0000
20130110,0.6406,47901958.0000
20130111,-2.5376,51300534.0000
20130114,3.4717,56753230.0000
20130115,1.9481,69368970.0000
20130116,-0.0035,62908482.0000
20130117,-1.2328,47415541.0000
20130118,1.6615,51118611.0000
20130121,0.7642,53789532.0000
20130122,-1.5951,53474122.0000
20130123,0.1837,43357373.0000
20130124,-2.0923,57174970.0000
20130125,-0.1683,37099186.0000
20130128,2.5485,45422121.0000
20130129,0.9486,49280375.0000
20130130,0.5186,54218930.0000
20130131,-0.5982,48591252.0000
20130201,0.8067,47925487.0000
20130204,-0.6656,55937446.0000
20130205,1.0413,47711133.0000
20130206,0.6743,42308705.0000
20130207,0.3747,38704834.0000
20130208,1.4313,37928303.0000
20130218,0.5317,45099278.0000
20130219,-1.8308,48420991.0000
20130220,2.0784,44252308.0000
20130221,-2.0647,54411625.0000
20130222,-0.3359,41585438.0000
20130225,1.1056,37677102.0000
20130226,-1.5159,43386758.0000
20130227,0.0762,38234974.0000
20130228,2.0448,46062089.0000
20130301,1.1148,50173282.0000
20130304,-3.5551,64588090.0000
20130305,2.2510,50380215.0000
20130306,1.5568,58246379.0000
20130307,-1.2122,54941456.0000
20130308,-1.0876,39649238.0000
20130311,0.0203,32733665.0000
20130312,-2.5183,44069285.0000
20130313,-0.9142,31415511.0000
20130314,0.4495,27756631.0000
20130315,0.1836,38003057.0000
20130318,-1.2703,36157365.0000
20130319,0.3196,34632034.0000
20130320,2.6090,45308619.0000
20130321,1.0559,48504441.0000
20130322,0.4179,42811368.0000
20130325,-0.3184,39784826.0000
20130326,-0.6925,38135551.0000
20130327,0.2383,36894002.0000
20130328,-2.9074,41252741.0000
20130329,-0.0491,31555518.0000
20130401,0.6868,32953823.0000
20130402,-1.2233,37863676.0000
20130403,-0.9120,36721020.0000
20130408,0.4091,36220828.0000
20130409,0.9745,34183396.0000
20130410,-0.2062,35551708.0000
20130411,-0.4088,31925568.0000
20130412,-0.8384,29294988.0000
20130415,-1.4042,29308107.0000
20130416,1.0825,29893889.0000
20130417,0.8671,28793458.0000
20130418,0.3105,32346727.0000
20130419,2.1101,43337891.0000
20130422,0.4687,43809695.0000
20130423,-2.7103,43616451.0000
20130424,1.9939,42449212.0000
20130425,-1.5258,48836443.0000
20130426,-1.8545,37402911.0000
20130502,0.4642,29438535.0000
20130503,1.9283,37244338.0000
20130506,1.9085,44249314.0000
20130507,0.1997,41201396.0000
20130508,0.9192,42307295.0000
20130509,0.0541,49301725.0000
20130510,0.6063,44666708.0000
20130513,0.3754,39465780.0000
20130514,-1.1545,38083658.0000
20130515,1.3468,36487418.0000
20130516,1.0744,52393567.0000
20130517,1.5305,59398504.0000
20130520,1.2556,66798825.0000
20130521,1.3193,67690117.0000
20130522,-0.8235,65313272.0000
20130523,-0.8425,57813096.0000
20130524,1.5531,50238938.0000
20130527,1.0142,55529357.0000
20130528,0.1925,60071568.0000
20130529,0.7455,58319096.0000
20130530,0.2286,54454809.0000
20130531,-0.6188,55067935.0000
20130603,-0.6953,48387753.0000
20130604,-1.9606,49249706.0000
20130605,0.4124,36616173.0000
20130606,-1.7686,38813764.0000
20130607,-1.9661,40708652.0000
20130613,-2.7974,37241682.0000
20130614,1.9894,34643840.0000
20130617,0.2341,35645970.0000
20130618,0.3447,31332908.0000
20130619,-0.6229,32895417.0000
20130620,-3.3013,33024026.0000
20130621,-0.5345,32289840.0000
20130624,-6.1953,40536541.0000
20130625,-0.4277,51554392.0000
20130626,2.0715,39900589.0000
20130627,-1.6007,44968691.0000
20130628,0.0852,38640596.0000
20130701,2.1203,35326629.0000
20130702,1.6481,40385074.0000
20130703,0.1528,44310657.0000
20130704,0.7819,46938955.0000
20130705,-0.5592,43952832.0000
20130708,-3.8870,39952470.0000
20130709,0.5997,30094635.0000
20130710,3.1131,41864126.0000
20130711,2.8110,63323521.0000
20130712,-0.8898,51808213.0000
20130715,1.9943,46585887.0000
20130716,1.2272,49314724.0000
20130717,-1.4489,50046778.0000
20130718,-0.1111,45983436.0000
20130719,-2.4961,50986595.0000
20130722,1.9732,41992972.0000
20130723,2.4177,53543833.0000
20130724,0.6013,56549743.0000
20130725,-1.9079,50866790.0000
20130726,-0.1167,39358432.0000
20130729,-1.9337,39191054.0000
20130730,-0.4487,36592728.0000
20130731,0.5723,35825661.0000
20130801,2.6353,44225964.0000
20130802,0.3538,47264021.0000
20130805,1.6677,41721850.0000
20130806,1.0741,49796070.0000
20130807,-0.9585,52616517.0000
20130808,0.2650,42449968.0000
20130809,0.3576,44357691.0000
20130812,1.5876,56492687.0000
20130813,0.5265,52649483.0000
20130814,-0.3916,52983290.0000
20130815,-1.3518,43739736.0000
20130816,-2.1197,53635601.0000
20130819,1.5384,38469594.0000
20130820,-0.2602,43159819.0000
20130821,0.7741,42619884.0000
20130822,0.2472,46132535.0000
20130823,-0.2337,54837231.0000
20130826,2.0844,53522589.0000
20130827,0.7697,57467907.0000
20130828,-0.7550,70205929.0000
20130829,-0.0766,62936686.0000
20130830,-0.9980,77069196.0000
20130902,0.7044,62860944.0000
20130903,1.4881,59626646.0000
20130904,0.2769,62363848.0000
20130905,0.1952,60681105.0000
20130906,0.8043,60603117.0000
20130909,1.0308,72932219.0000
20130910,1.0177,81063452.0000
20130911,-0.9472,88026266.0000
20130912,0.2819,67273439.0000
20130913,0.1236,64865343.0000
20130916,0.1140,55682311.0000
20130917,-1.7621,57558553.0000
20130918,0.9463,44464410.0000
20130923,2.0277,56527139.0000
20130924,0.0998,65079754.0000
20130925,-0.3663,70191622.0000
20130926,-2.0828,59027573.0000
20130927,0.3819,43549266.0000
20130930,1.3115,39454582.0000
20131008,1.6829,55134379.0000
20131009,1.0917,60214012.0000
20131010,-0.5382,69807454.0000
20131011,1.6993,72015582.0000
20131014,1.0282,74692288.0000
20131015,0.1417,75671782.0000
20131016,-2.7214,77837952.0000
20131017,-0.1576,66319178.0000
20131018,0.3456,50779601.0000
20131021,2.4780,66057291.0000
20131022,-1.0449,73645943.0000
20131023,-2.5406,67708421.0000
20131024,-0.6642,44942282.0000
20131025,-1.9593,49905237.0000
20131028,-0.3421,39569843.0000
20131029,-2.7527,55739762.0000
20131030,1.6359,41549282.0000
20131031,-1.3448,41787544.0000
20131101,-0.3065,33387357.0000
20131104,0.6953,32852152.0000
20131105,1.3201,39498165.0000
20131106,-1.0668,45097252.0000
20131107,-1.3932,34814963.0000
20131108,-1.4952,34946730.0000
20131111,0.4380,27357500.0000
20131112,0.9517,30054981.0000
20131113,-1.8686,32957286.0000
20131114,1.3309,33107759.0000
20131115,2.0936,48826910.0000
20131118,2.4470,56264006.0000
20131119,0.3261,50882611.0000
20131120,0.9952,48582895.0000
20131121,-0.3397,53986873.0000
20131122,-0.5861,49023979.0000
20131125,-0.0821,46434888.0000
20131126,0.1582,42954415.0000
20131127,1.1462,47221058.0000
20131128,0.8461,55447964.0000
20131129,0.6046,48473246.0000
20131202,-4.4476,66783091.0000
20131203,2.3626,46942058.0000
20131204,1.8923,64141883.0000
20131205,-0.1087,49524276.0000
20131206,-0.2530,42822790.0000
20131209,0.7380,40104738.0000
20131210,0.0705,45884254.0000
20131211,-1.1063,46188047.0000
20131212,0.2606,39090674.0000
20131213,0.2163,35894549.0000
20131216,-1.7251,41047676.0000
20131217,-0.6140,31875311.0000
20131218,0.0005,26983216.0000
20131219,-1.0178,28183488.0000
20131220,-1.2654,29200456.0000
20131223,-0.1138,26690131.0000
20131224,0.6937,28610148.0000
20131225,1.0547,26951988.0000
20131226,-1.7152,33116048.0000
20131227,1.5399,32215142.0000
20131230,0.3218,31654040.0000
20131231,0.4221,29276062.0000
20140102,0.4905,30800260.0000
20140103,-0.8203,34817561.0000
20140106,-2.7623,34511866.0000
20140107,0.6134,27208621.0000
20140108,0.1217,31943441.0000
20140109,-1.1284,33354135.0000
20140110,-1.8233,31393303.0000
20140113,-0.4579,27842415.0000
20140114,1.9799,28565104.0000
20140115,0.6681,29479193.0000
20140116,0.1664,29583312.0000
20140117,-1.1415,25325293.0000
20140120,-0.7568,23805747.0000
20140121,1.5363,28497804.0000
20140122,2.6738,41849047.0000
20140123,0.6961,40705802.0000
20140124,1.4948,45790748.0000
20140127,-0.0186,42636805.0000
20140128,-0.2096,31946533.0000
20140129,0.8942,33008381.0000
20140130,-0.5893,28549940.0000
20140207,1.8596,34036566.0000
20140210,2.9552,57754949.0000
20140211,0.1411,61876821.0000
20140212,1.1037,59039266.0000
20140213,-1.4784,61051500.0000
20140214,1.7158,50631158.0000
20140217,1.9009,62469417.0000
20140218,-0.1198,63913296.0000
20140219,0.0070,61217761.0000
20140220,-1.4003,62564478.0000
20140221,-0.6545,48017883.0000
20140224,-0.3912,51238733.0000
20140225,-3.5158,65665271.0000
20140226,0.6574,48856736.0000
20140227,-1.3230,54510923.0000
20140228,1.0471,46601199.0000
20140303,2.0843,51290257.0000
20140304,0.0189,53655609.0000
20140305,-0.5366,53143631.0000
20140306,-0.1245,48189903.0000
20140307,-0.5036,45686320.0000
20140310,-3.7933,49665554.0000
20140311,0.1040,39939678.0000
20140312,0.0363,41221160.0000
20140313,1.0731,37064658.0000
20140314,-0.4651,35140833.0000
20140317,2.0102,39288171.0000
20140318,0.5558,44270842.0000
20140319,-0.2138,42668958.0000
20140320,-2.6150,49863056.0000
20140321,1.9557,52362721.0000
20140324,0.8468,54202978.0000
20140325,0.1325,53667026.0000
20140326,0.2595,46277502.0000
20140327,-1.4359,49459872.0000
20140328,-1.9967,53458265.0000
20140331,-0.6405,38337778.0000
20140401,1.5350,34655220.0000
20140402,0.0655,43981943.0000
20140403,-0.1477,42342712.0000
20140404,1.1023,38203218.0000
20140408,1.0763,42618208.0000
20140409,0.9273,43685035.0000
20140410,0.5050,51174181.0000
20140411,-0.4369,43247393.0000
20140414,0.7494,41571742.0000
20140415,-0.7263,45456868.0000
20140416,-0.0503,38105115.0000
20140417,-0.1230,38718390.0000
20140418,0.3567,34736479.0000
20140421,-1.5865,40253951.0000
20140422,-0.4582,41934820.0000
20140423,-0.4560,30741912.0000
20140424,-1.1289,32345720.0000
20140425,-2.1656,36000619.0000
20140428,-3.0544,36670330.0000
20140429,1.4746,28297418.0000
20140430,0.7287,26592828.0000
20140505,0.8528,28615421.0000
20140506,0.5184,30600384.0000
20140507,-1.7814,29363631.0000
20140508,0.1079,30515953.0000
20140509,-1.0120,29488834.0000
20140512,2.6032,42454809.0000
20140513,-0.1539,35814980.0000
20140514,-0.0811,28307555.0000
20140515,-1.8788,30771182.0000
20140516,-0.1522,26713346.0000
20140519,-0.5713,24203591.0000
20140520,0.2792,24846022.0000
20140521,0.8511,24046891.0000
20140522,-0.0319,30960985.0000
20140523,1.0791,28877233.0000
20140526,1.0808,33396372.0000
20140527,-0.2395,32742760.0000
20140528,1.1331,36774765.0000
20140529,-1.0286,37364674.0000
20140530,0.1929,34479814.0000
20140603,-0.1703,30154991.0000
20140604,-0.8743,30240407.0000
20140605,1.1285,29580727.0000
20140606,-0.3581,29926322.0000
20140609,-0.5475,26819523.0000
20140610,1.1215,30297387.0000
20140611,0.4696,31915295.0000
20140612,-0.2058,35134918.0000
20140613,1.0764,39840797.0000
20140616,0.6019,39294758.0000
20140617,-0.9103,39860754.0000
20140618,-0.5476,40688671.0000
20140619,-2.6543,43351490.0000
20140620,0.8959,29331630.0000
20140623,0.7003,32200351.0000
20140624,0.6112,34149694.0000
20140625,-0.6557,30419894.0000
20140626,1.2564,40550701.0000
20140627,0.7088,48476120.0000
20140630,0.9148,49209663.0000
20140701,0.6834,48813985.0000
20140702,0.6980,52966357.0000
20140703,1.0137,61184094.0000
20140704,-0.3753,55166389.0000
20140707,0.2479,51197153.0000
20140708,0.6282,50180744.0000
20140709,-1.4185,56944645.0000
20140710,-0.0052,48708484.0000
20140711,1.1941,53074687.0000
20140714,1.5150,60592480.0000
20140715,0.0565,66833998.0000
20140716,-0.7572,59414417.0000
20140717,-0.7552,49988358.0000
20140718,0.2749,49582586.0000
20140721,-0.3037,44186094.0000
20140722,1.3162,54673016.0000
20140723,-0.6410,58518276.0000
20140724,-0.0712,62738287.0000
20140725,0.8776,55043408.0000
20140728,1.9212,79528351.0000
20140729,0.9473,80760831.0000
20140730,0.1657,69146676.0000
20140731,1.0014,65711040.0000
20140801,-1.1000,78171893.0000
20140804,1.6300,66083148.0000
20140805,0.4972,74379616.0000
20140806,0.6623,74507248.0000
20140807,-0.9821,71135738.0000
20140808,0.5974,57397716.0000
20140811,1.5150,64798592.0000
20140812,0.5206,67262929.0000
20140813,0.0455,73110600.0000
20140814,-0.6430,74617880.0000
20140815,1.1463,64972287.0000
20140818,1.3543,71526261.0000
20140819,0.2987,77521491.0000
20140820,0.0103,76368692.0000
20140821,-0.0436,72257054.0000
20140822,0.5853,72034759.0000
20140825,-0.7654,67975469.0000
20140826,-1.7729,69606911.0000
20140827,0.3091,54359738.0000
20140828,-0.8984,54355982.0000
20140829,1.0587,43722812.0000
20140901,1.7969,57685418.0000
20140902,1.5237,84153838.0000
20140903,0.7088,87927134.0000
20140904,0.8534,94318100.0000
20140905,0.3999,90826617.0000
20140909,0.7549,89284306.0000
20140910,0.1746,86187344.0000
20140911,-0.1055,97669705.0000
20140912,1.1054,78550025.0000
20140915,1.0638,92873064.0000
20140916,-3.3699,117310229.0000
20140917,0.8718,86276129.0000
20140918,0.7034,77913057.0000
20140919,0.8417,73891425.0000
20140922,-1.3554,77667073.0000
20140923,1.2833,71679128.0000
20140924,1.2880,84890143.0000
20140925,-0.0202,92339396.0000
20140926,0.3157,72968523.0000
20140929,0.9835,80918091.0000
20140930,0.7931,81755047.0000
20141008,1.5747,90358512.0000
20141009,0.2097,104303284.0000
20141010,-0.4426,96123927.0000
20141013,0.0166,83134546.0000
20141014,-0.3331,82292188.0000
20141015,0.4354,81985748.0000
20141016,-1.6333,95753175.0000
20141017,-0.9276,85229817.0000
20141020,1.4078,64596603.0000
20141021,-0.9157,67813183.0000
20141022,-1.1960,61360808.0000
20141023,-1.4584,65012401.0000
20141024,0.4087,56333896.0000
20141027,0.7299,56003586.0000
20141028,2.4002,75113014.0000
20141029,1.3564,105608671.0000
20141030,0.0175,99168604.0000
20141031,-0.1245,91669059.0000
20141103,0.8479,92197435.0000
20141104,-0.5017,93807651.0000
20141105,-0.1604,84678572.0000
20141106,0.5886,79650741.0000
20141107,-0.9472,96201285.0000
20141110,1.0798,85242918.0000
20141111,-2.9720,106506602.0000
20141112,1.7188,72860729.0000
20141113,-0.8804,87063498.0000
20141114,-0.2451,65753809.0000
20141117,0.9951,68439222.0000
20141118,0.1852,63490500.0000
20141119,0.3513,68164715.0000
20141120,-0.2101,59676755.0000
20141121,1.1086,72866762.0000
20141124,1.6372,118515606.0000
20141125,1.5039,107770016.0000
20141126,0.4858,109880097.0000
20141127,0.7130,120587367.0000
20141128,-0.1166,125361752.0000
20141201,-0.7078,115923389.0000
20141202,1.3348,109407004.0000
20141203,1.1624,152946990.0000
20141204,2.1157,152121975.0000
20141205,-2.1656,172436982.0000
20141208,1.4770,152402002.0000
20141209,-4.0141,197608666.0000
20141210,3.4394,131311673.0000
20141211,1.4951,139869628.0000
20141212,0.7106,116562829.0000
20141215,1.6456,129681032.0000
20141216,0.4136,125116823.0000
20141217,-0.8812,133134511.0000
20141218,0.0137,107138998.0000
20141219,-0.6103,133387146.0000
20141222,-3.9629,151327540.0000
20141223,-2.1015,95282588.0000
20141224,1.3217,86145747.0000
20141225,1.9421,89766624.0000
20141226,1.0847,105786714.0000
20141229,-1.0163,120696241.0000
20141230,-1.7243,98910328.0000
20141231,0.9029,93682899.0000
20150105,1.7717,128787603.0000
20150106,1.1602,123754496.0000
20150107,0.1529,96050494.0000
20150108,-0.8054,95634617.0000
20150109,-0.6425,90640808.0000
20150112,-1.4205,78026430.0000
20150113,1.3666,68693766.0000
20150114,-0.4691,67086497.0000
20150115,1.2882,67885513.0000
20150116,1.3045,84506844.0000
20150119,-4.3156,105336272.0000
20150120,3.6089,91937953.0000
20150121,2.5433,110167428.0000
20150122,1.3982,105412621.0000
20150123,-0.9994,99440337.0000
20150126,2.2312,101298794.0000
20150127,0.2576,114317987.0000
20150128,-0.5871,102386415.0000
20150129,-0.6745,84538580.0000
20150130,-1.2011,80593273.0000
20150202,-0.4143,71871863.0000
20150203,1.7486,75432559.0000
20150204,-0.4197,80926716.0000
20150205,-0.5156,88324355.0000
20150206,-2.1123,76277610.0000
20150209,-0.5386,55873438.0000
20150210,1.3757,54973769.0000
20150211,1.0945,58059566.0000
20150212,0.7011,62691774.0000
20150213,1.5477,82306367.0000
20150216,1.7410,82305575.0000
20150217,0.7051,80938872.0000
20150225,-0.0771,83550615.0000
20150226,1.0669,90920744.0000
20150227,0.8193,96560682.0000
20150302,2.0159,127235331.0000
20150303,-0.3442,146953263.0000
20150304,1.4998,119226334.0000
20150305,-0.0231,120959089.0000
20150306,-1.2234,109313725.0000
20150309,1.2915,98702215.0000
20150310,1.0342,102915059.0000
20150311,-0.2166,99462453.0000
20150312,-0.0440,101821474.0000
20150313,1.1092,95229828.0000
20150316,2.9574,137058320.0000
20150317,1.5543,172583338.0000
20150318,1.6623,164616348.0000
20150319,0.8085,166872988.0000
20150320,1.0090,152162319.0000
20150323,2.4268,171778131.0000
20150324,0.4128,197066881.0000
20150325,1.1176,169575448.0000
20150326,-0.7079,163926380.0000
20150327,1.1521,126460982.0000
20150330,1.2514,163219546.0000
20150331,0.1050,169906003.0000
20150401,2.3801,154918806.0000
20150402,1.8169,167650949.0000
20150403,1.5655,170123561.0000
20150407,2.3997,180904835.0000
20150408,-0.7031,189495727.0000
20150409,-0.7921,182754749.0000
20150410,2.6599,161502966.0000
20150413,2.1466,178484987.0000
20150414,-0.0361,183190497.0000
20150415,-3.9066,167211024.0000
20150416,1.4013,143246059.0000
20150417,0.8679,191109824.0000
20150420,-1.7650,214596065.0000
20150421,3.4795,169810409.0000
20150422,2.5977,199156922.0000
20150423,1.0486,197994963.0000
20150424,0.0998,183527676.0000
20150427,1.1156,185685531.0000
20150428,-2.8960,184257625.0000
20150429,1.9570,145074727.0000
20150430,0.4914,146653891.0000
20150504,0.4818,136204601.0000
20150505,-3.6559,144224275.0000
20150506,-1.4190,129313935.0000
20150507,-2.2210,112570941.0000
20150508,3.7682,118887574.0000
20150511,4.3521,148572310.0000
20150512,2.1904,165849063.0000
20150513,0.9062,174986441.0000
20150514,-0.1307,149017853.0000
20150515,-0.8000,143713577.0000
20150518,1.8382,140445390.0000
20150519,2.4848,151754592.0000
20150520,1.6712,190955967.0000
20150521,3.6852,187177992.0000
20150522,1.6524,222507872.0000
20150525,2.6786,228463954.0000
20150526,3.3216,238514276.0000
20150527,1.1930,232612180.0000
20150528,-5.9912,258094075.0000
20150529,0.9973,198772638.0000
20150601,5.2320,186016136.0000
20150602,3.7956,213234225.0000
20150603,0.8597,209059570.0000
20150604,-0.1328,211460189.0000
20150605,1.6334,248874600.0000
20150608,-1.0193,235630581.0000
20150609,-0.1557,185184469.0000
20150610,1.7643,184590364.0000
20150611,1.4118,190367981.0000
20150612,1.5801,210655587.0000
20150615,-1.8448,205877379.0000
20150616,-3.9977,179503841.0000
20150617,2.0286,160039587.0000
20150618,-3.3257,154351939.0000
20150619,-6.9327,137848611.0000
20150623,0.5955,141045839.0000
20150624,2.1971,158209439.0000
