TRADE_DT,S_DQ_PCTCHANGE,S_DQ_VOLUME
20080630,0.7524,16361769.0000
20080701,-1.7291,17018353.0000
20080702,1.6694,17255785.0000
20080703,4.6348,30751413.0000
20080704,-0.0148,26879750.0000
20080707,5.2280,34492532.0000
20080708,1.5340,36576108.0000
20080709,2.6677,42098142.0000
20080710,-2.2832,42047451.0000
20080711,-0.6267,30154709.0000
20080714,2.0946,26040784.0000
20080715,-2.8773,32645243.0000
20080716,-5.0800,27609955.0000
20080717,-1.0228,23928851.0000
20080718,3.3385,23682383.0000
20080721,4.1021,28663797.0000
20080722,0.3346,29213112.0000
20080723,-0.8676,28395071.0000
20080724,2.4994,30853128.0000
20080725,-0.8925,26398364.0000
20080728,1.3769,27742362.0000
20080729,-2.0475,27028920.0000
20080730,-0.5471,22320518.0000
20080731,-3.6884,20879750.0000
20080801,1.5443,20683963.0000
20080804,-2.4037,17827895.0000
20080805,-3.0916,18506415.0000
20080806,0.2230,18056001.0000
20080807,0.6735,17788436.0000
20080808,-7.2435,21309704.0000
20080811,-7.4991,19815711.0000
20080812,-1.4021,16283799.0000
20080813,-0.0452,17795574.0000
20080814,0.4609,14520588.0000
20080815,-0.4018,13570525.0000
20080818,-7.4552,15336331.0000
20080819,1.6478,13920257.0000
20080820,8.3247,26330757.0000
20080821,-3.5559,25329285.0000
20080822,-1.9982,17875339.0000
20080825,-0.3552,14033218.0000
20080826,-5.4366,17692714.0000
20080827,-0.3174,16134188.0000
20080828,-0.0466,13263577.0000
20080829,3.1444,19417917.0000
20080901,-2.9955,15455365.0000
20080902,0.7027,15449478.0000
20080903,-0.7318,18866490.0000
20080904,0.7781,15600557.0000
20080905,-4.6990,17462008.0000
20080908,-5.0659,15894645.0000
20080909,0.8663,12755283.0000
20080910,0.7410,15341723.0000
20080911,-1.8603,13175295.0000
20080912,0.2169,10496691.0000
20080916,-2.2171,14941077.0000
20080917,-1.8774,14183202.0000
20080918,-2.8993,21147827.0000
20080919,9.8721,23083755.0000
20080922,4.5987,46244381.0000
20080923,-6.4411,27446202.0000
20080924,2.2697,21766416.0000
20080925,2.3708,34836875.0000
20080926,-0.0965,26804391.0000
20081006,-3.8370,20982550.0000
20081007,-0.3822,18706028.0000
20081008,-2.4720,16635678.0000
20081009,-1.2926,15749337.0000
20081010,-6.7220,19147469.0000
20081013,1.9344,17247625.0000
20081014,-3.0234,21644382.0000
20081015,-0.5246,14004050.0000
20081016,-5.6579,17651871.0000
20081017,1.2810,13810887.0000
20081020,3.4849,16738951.0000
20081021,-0.2183,20064584.0000
20081022,-1.8974,16682010.0000
20081023,1.0150,15466692.0000
20081024,-1.4383,15940938.0000
20081027,-7.8351,19565598.0000
20081028,2.3242,20157776.0000
20081029,-3.9660,18664424.0000
20081030,0.8431,16592959.0000
20081031,-1.7736,13754040.0000
20081103,-1.4230,12354945.0000
20081104,-1.7080,14212153.0000
20081105,3.2953,20628915.0000
20081106,-1.7124,16775525.0000
20081107,1.6024,17839227.0000
20081110,7.3696,31892066.0000
20081111,-0.8011,34852245.0000
20081112,2.4884,26825960.0000
20081113,4.7101,47507868.0000
20081114,4.6505,55050340.0000
20081117,4.9043,56535913.0000
20081118,-7.2885,63976109.0000
20081119,7.0497,53437019.0000
20081120,0.2239,59822600.0000
20081121,-1.4184,55083177.0000
20081124,-4.0965,37202085.0000
20081125,-0.7980,28119453.0000
20081126,0.3902,23963110.0000
20081127,1.4576,47539920.0000
20081128,-1.0780,30741424.0000
20081201,4.2372,37176944.0000
20081202,1.9717,50216723.0000
20081203,4.2203,59429076.0000
20081204,-0.1080,74284731.0000
20081205,2.9902,51366290.0000
20081208,4.3778,69811089.0000
20081209,-2.5543,60845045.0000
20081210,2.8653,52866679.0000
20081211,-3.1224,51629822.0000
20081212,-4.4750,45509821.0000
20081215,2.0195,36196029.0000
20081216,1.7952,36115418.0000
20081217,1.2352,44330618.0000
20081218,1.8278,41871992.0000
20081219,0.9027,48167946.0000
20081222,-0.0692,42559939.0000
20081223,-6.3342,45766100.0000
20081224,-2.1626,34314086.0000
20081225,-0.3291,28189665.0000
20081226,-0.9848,21288477.0000
20081229,0.0503,20060068.0000
20081230,-0.6696,22269185.0000
20081231,-1.6248,19916636.0000
20090105,4.1667,24718227.0000
20090106,3.5466,38325979.0000
20090107,0.6229,40155901.0000
20090108,-2.5000,33592609.0000
20090109,2.7026,31585564.0000
20090112,1.4269,38011768.0000
20090113,-2.6274,33355966.0000
20090114,3.7658,37642928.0000
20090115,0.9721,50112554.0000
20090116,0.6682,53147018.0000
20090119,-0.1288,40780846.0000
20090120,1.0047,32273924.0000
20090121,0.1258,38764397.0000
20090122,1.7470,42052269.0000
20090123,-0.8104,37781175.0000
20090202,3.0690,42700513.0000
20090203,2.7261,63882148.0000
20090204,2.2886,69846976.0000
20090205,-1.6141,73744119.0000
20090206,4.5697,76563552.0000
20090209,3.4281,90834108.0000
20090210,2.8685,81705152.0000
20090211,0.1823,95073550.0000
20090212,1.8763,80197106.0000
20090213,3.5853,90039523.0000
20090216,1.7623,90691687.0000
20090217,-4.0591,85069086.0000
20090218,-3.8586,68995989.0000
20090219,2.0730,57010305.0000
20090220,3.3290,60043581.0000
20090223,3.4151,73580422.0000
20090224,-4.0933,85993462.0000
20090225,0.6121,68657574.0000
20090226,-7.2109,65727755.0000
20090227,-6.0020,53180001.0000
20090302,2.5594,37333121.0000
20090303,0.8479,44132147.0000
20090304,6.0636,61254466.0000
20090305,0.7607,70331772.0000
20090306,-0.6777,50807742.0000
20090309,-4.4266,50605052.0000
20090310,2.5791,35740689.0000
20090311,-0.5399,43868976.0000
20090312,0.3811,38265162.0000
20090313,-1.0628,36035126.0000
20090316,1.3009,31294853.0000
20090317,3.7086,54249799.0000
20090318,1.2948,68328367.0000
20090319,2.2895,65849600.0000
20090320,-0.4665,64333748.0000
20090323,2.1469,70752256.0000
20090324,0.7544,72372151.0000
20090325,-2.7804,64925444.0000
20090326,2.4320,57070365.0000
20090327,0.8575,69678993.0000
20090330,0.1853,57376148.0000
20090331,1.0722,59667522.0000
20090401,1.6715,76329270.0000
20090402,0.0977,76376077.0000
20090403,-1.0615,66739600.0000
20090407,1.1678,53024734.0000
20090408,-3.4142,61578797.0000
20090409,1.6691,49871136.0000
20090410,3.2367,72079940.0000
20090413,1.3623,77994885.0000
20090414,1.6082,76936976.0000
20090415,1.4323,83775471.0000
20090416,0.4911,86665480.0000
20090417,-1.2611,76864812.0000
20090420,2.7718,73529071.0000
20090421,-0.0252,79868178.0000
20090422,-5.0681,86051843.0000
20090423,0.5611,55318761.0000
20090424,-0.7500,52483375.0000
20090427,-3.9729,53130567.0000
20090428,1.5033,44365085.0000
20090429,2.7057,56199875.0000
20090430,1.5190,62320401.0000
20090504,3.3710,69192010.0000
20090505,0.9517,72957325.0000
20090506,1.3651,72987002.0000
20090507,-0.6725,81373899.0000
20090508,0.4614,77862548.0000
20090511,-3.7763,79066335.0000
20090512,2.4745,50827090.0000
20090513,0.6853,61448252.0000
20090514,0.3836,59123915.0000
20090515,0.7448,58945698.0000
20090518,0.7617,56313856.0000
20090519,0.9066,71390583.0000
20090520,-0.5731,70002826.0000
20090521,-1.7843,70062883.0000
20090522,0.2174,49637979.0000
20090525,0.5213,56607342.0000
20090526,0.1023,61079104.0000
20090527,0.0580,50492467.0000
20090601,1.6965,56432387.0000
20090602,0.6477,64421806.0000
20090603,0.7831,65177475.0000
20090604,-0.1277,65131059.0000
20090605,-0.5953,58164715.0000
20090608,-0.1651,52720724.0000
20090609,0.4977,56322994.0000
20090610,1.0781,61203676.0000
20090611,-0.5939,60964112.0000
20090612,-2.1700,55539307.0000
20090615,1.4240,40944145.0000
20090616,-0.2194,40799703.0000
20090617,1.6305,48982567.0000
20090618,0.8026,59630871.0000
20090619,0.0808,64737251.0000
20090622,-0.8423,57531259.0000
20090623,-0.3823,49053197.0000
20090624,1.1595,49764749.0000
20090625,-0.1157,51372645.0000
20090626,0.6123,50124718.0000
20090629,0.8214,59346576.0000
20090630,-0.7054,53491816.0000
20090701,1.4915,60848601.0000
20090702,1.0490,71837652.0000
20090703,1.2526,75130463.0000
20090706,0.2171,74514065.0000
20090707,-0.0961,71322379.0000
20090708,1.2328,60148041.0000
20090709,1.8813,75239647.0000
20090710,0.4911,77856249.0000
20090713,0.9240,75672516.0000
20090714,1.5857,74369594.0000
20090715,0.9113,84360835.0000
20090716,-0.5047,84348618.0000
20090717,0.6178,76085168.0000
20090720,1.7276,90161039.0000
20090721,-2.4273,89371035.0000
20090722,1.8376,77173835.0000
20090723,0.9898,76614399.0000
20090724,-0.6393,82625756.0000
20090727,1.6550,79283866.0000
20090728,1.2653,88281336.0000
20090729,-6.4200,94637684.0000
20090730,1.0222,69836967.0000
20090731,3.2989,75259167.0000
20090803,2.3337,85107280.0000
20090804,1.2208,93650297.0000
20090805,-0.0002,88793349.0000
20090806,-1.3250,78729672.0000
20090807,-3.0457,66695008.0000
20090810,1.0254,53810692.0000
20090811,0.5148,44640435.0000
20090812,-4.6330,53833018.0000
20090813,0.2123,42709925.0000
20090814,-4.4583,50726464.0000
20090817,-6.9700,48213667.0000
20090818,1.9854,38126226.0000
20090819,-5.1755,43905918.0000
20090820,3.9053,42960837.0000
20090821,2.7766,51580488.0000
20090824,2.1269,54607549.0000
20090825,-1.5777,59825452.0000
20090826,3.1323,59667702.0000
20090827,0.9568,65426057.0000
20090828,-2.7029,48276206.0000
20090831,-7.1760,47314228.0000
20090901,-0.9983,37392876.0000
20090902,0.6101,31058498.0000
20090903,4.9729,47946513.0000
20090904,1.7979,53833605.0000
20090907,1.0946,58320117.0000
20090908,1.8584,55785166.0000
20090909,0.5735,55879161.0000
20090910,-0.8780,49193023.0000
20090911,1.6789,53522287.0000
20090914,2.6020,69996412.0000
20090915,1.0340,71362909.0000
20090916,0.1550,72237439.0000
20090917,2.3169,77663275.0000
20090918,-3.3328,80515878.0000
20090921,1.7274,61094420.0000
20090922,-2.5269,57192977.0000
20090923,-3.0336,49935069.0000
20090924,-0.7519,44118224.0000
20090925,-0.8927,33151502.0000
20090928,-2.8884,32287692.0000
20090929,-1.8220,32639226.0000
20090930,0.8466,28863895.0000
20091009,5.1703,36436931.0000
20091012,0.5989,39199707.0000
20091013,1.7015,37932288.0000
20091014,0.9174,52256030.0000
20091015,0.3184,44252953.0000
20091016,0.3372,42916352.0000
20091019,2.4559,56594402.0000
20091020,1.5139,67725086.0000
20091021,-0.6696,65471956.0000
20091022,0.4120,56752283.0000
20091023,1.3659,69440068.0000
20091026,0.0823,58061835.0000
20091027,-2.6505,57622839.0000
20091028,1.0094,50009616.0000
20091029,-1.7915,47908871.0000
20091030,1.3283,51748368.0000
20091102,3.3467,65950702.0000
20091103,2.4630,82590018.0000
20091104,0.7468,77912158.0000
20091105,1.0359,70886945.0000
20091106,0.4691,83945695.0000
20091109,0.7491,68324554.0000
20091110,0.1576,69802584.0000
20091111,0.4011,62783803.0000
20091112,0.3261,66825437.0000
20091113,1.2760,63309285.0000
20091116,2.2959,88374848.0000
20091117,0.5173,78861378.0000
20091118,0.4382,77771461.0000
20091119,1.5739,86056225.0000
20091120,0.7184,88271203.0000
20091123,1.8421,82837180.0000
20091124,-5.3074,116086824.0000
20091125,3.7819,87596047.0000
20091126,-4.0707,103729262.0000
20091127,-2.6123,70829628.0000
20091130,4.5071,62939505.0000
20091201,2.7231,76089665.0000
20091202,1.4606,87627876.0000
20091203,0.6655,79041822.0000
20091204,-2.5067,93985357.0000
20091207,1.6680,60493098.0000
20091208,-0.2069,66403637.0000
20091209,-1.6101,55351671.0000
20091210,0.8538,45417818.0000
20091211,-0.0395,47113646.0000
20091214,-0.4668,46093144.0000
20091215,0.2193,46581034.0000
20091216,-0.3859,43417892.0000
20091217,-3.1316,44927096.0000
20091218,-3.6987,42987152.0000
20091221,1.2587,32099719.0000
20091222,-2.8091,36848967.0000
20091223,1.7731,32888848.0000
20091224,3.2094,44360080.0000
20091225,0.7110,42724540.0000
20091228,1.6227,43749736.0000
20091229,0.3687,45272145.0000
20091230,-0.3929,48089604.0000
20091231,0.8814,45292800.0000
20100104,0.5634,51256734.0000
20100105,1.0409,57040745.0000
20100106,-0.1579,57875979.0000
20100107,-2.0026,57873440.0000
20100108,1.2401,46573646.0000
20100111,0.6312,57089732.0000
20100112,2.1282,62061689.0000
20100113,-1.0477,67898807.0000
20100114,2.6808,67918483.0000
20100115,0.7117,58513372.0000
20100118,1.7148,63284357.0000
20100119,0.0198,66154944.0000
20100120,-3.7048,78086537.0000
20100121,0.3469,50936676.0000
20100122,-2.7710,60187183.0000
20100125,-1.2499,41395083.0000
20100126,-4.1681,41520282.0000
20100127,-0.6350,32924152.0000
20100128,1.6233,32127330.0000
20100129,0.8825,39888065.0000
20100201,-0.9894,43095029.0000
20100202,-0.6833,38532505.0000
20100203,1.4253,48526679.0000
20100204,1.0397,51873782.0000
20100205,-2.2037,49670405.0000
20100208,-0.0093,31946076.0000
20100209,0.0231,29896579.0000
20100210,1.2607,25897196.0000
20100211,-0.2229,24485410.0000
20100212,1.3704,24511379.0000
20100222,0.0754,31469426.0000
20100223,0.8962,38842110.0000
20100224,2.1781,48024568.0000
20100225,1.6172,55519410.0000
20100226,0.1016,49530522.0000
20100301,1.1132,53862437.0000
20100302,0.0859,56628861.0000
20100303,1.4528,63573551.0000
20100304,-3.6128,68470706.0000
20100305,0.3938,52371476.0000
20100308,1.0858,45039469.0000
20100309,0.1191,47214429.0000
20100310,-1.3118,44799559.0000
20100311,-0.7854,37561118.0000
20100312,-1.5344,35400212.0000
20100315,-0.8480,29928780.0000
20100316,0.8240,27664476.0000
20100317,2.7739,44369453.0000
20100318,0.3228,49791347.0000
20100319,0.7115,46415546.0000
20100322,0.5638,47200320.0000
20100323,-0.6731,47048667.0000
20100324,0.5246,47442767.0000
20100325,-1.3307,48954116.0000
20100326,1.4323,45219282.0000
20100329,0.7826,50283238.0000
20100330,0.4406,47343723.0000
20100331,0.2473,49108276.0000
20100401,1.4940,61878857.0000
20100402,0.3306,59431946.0000
20100406,0.2009,57397050.0000
20100407,0.2212,53289186.0000
20100408,0.0264,57175510.0000
20100409,1.5263,58419225.0000
20100412,0.7532,72281718.0000
20100413,-1.1355,73469443.0000
20100414,1.1715,56202291.0000
20100415,-1.2609,54251123.0000
20100416,-0.3271,43045737.0000
20100419,-4.2835,58277447.0000
20100420,1.3031,52719073.0000
20100421,3.0325,63953385.0000
20100422,0.1722,65995208.0000
20100423,-0.7800,55763900.0000
20100426,0.0491,48510450.0000
20100427,-2.6155,53715867.0000
20100428,-0.5241,44319858.0000
20100429,-3.2460,48293400.0000
20100430,-2.6904,43819654.0000
20100504,-0.1025,31837592.0000
20100505,2.9470,43298498.0000
20100506,-3.1770,44983501.0000
20100507,-1.5617,42211550.0000
20100510,-1.8767,40192159.0000
20100511,-2.9223,40025811.0000
20100512,-2.4572,36571835.0000
20100513,2.8528,36516862.0000
20100514,0.6494,36942440.0000
20100517,-6.4301,37603132.0000
20100518,1.4404,37712984.0000
20100519,0.1315,34960518.0000
20100520,-1.9138,33434323.0000
20100521,2.0795,40230813.0000
20100524,4.5473,54419277.0000
20100525,-0.7237,47451018.0000
20100526,0.2738,34229709.0000
20100527,1.7848,43652360.0000
20100528,0.3955,45314112.0000
20100531,-3.0920,41408221.0000
20100601,-1.9144,38746191.0000
20100602,1.4364,32708799.0000
20100603,-0.7256,37543527.0000
20100604,0.8646,31415125.0000
20100607,-0.4027,34970362.0000
20100608,0.9024,34239596.0000
20100609,2.4959,47558272.0000
20100610,0.2774,41886171.0000
20100611,-0.6054,34418006.0000
20100617,-1.2566,28998362.0000
20100618,-4.1724,35042623.0000
20100621,2.8883,35086242.0000
20100622,0.8002,34616538.0000
20100623,-0.6106,31267977.0000
20100624,0.0178,24970787.0000
20100625,-1.6327,25801715.0000
20100628,-1.6644,21119469.0000
20100629,-5.6647,33575643.0000
20100630,-1.9405,25537340.0000
20100701,-1.5792,22463470.0000
20100702,-0.5827,30876868.0000
20100705,-0.6050,22484253.0000
20100706,2.8467,29592012.0000
20100707,1.4549,28947693.0000
20100708,-0.5464,27792471.0000
20100709,2.9544,40733295.0000
20100712,1.1008,40014436.0000
20100713,-1.5786,34445295.0000
20100714,0.9316,35409659.0000
20100715,-2.3183,32710612.0000
20100716,0.5900,27987211.0000
20100719,2.2590,35074236.0000
20100720,2.8380,52683504.0000
20100721,0.2042,52042488.0000
20100722,1.4759,46178883.0000
20100723,-0.0597,44710462.0000
20100726,1.3853,43857872.0000
20100727,-0.0548,41066283.0000
20100728,2.2969,57902007.0000
20100729,0.7621,62749036.0000
20100730,-0.0694,47298289.0000
20100802,1.8316,54273135.0000
20100803,-1.7398,59405904.0000
20100804,1.2966,54686762.0000
20100805,0.4694,58414578.0000
20100806,2.0632,63696275.0000
20100809,1.3213,59991104.0000
20100810,-3.7862,62485512.0000
20100811,1.2115,42638846.0000
20100812,-1.3102,45326653.0000
20100813,1.9205,41849585.0000
20100816,2.3193,56252593.0000
20100817,0.7787,56911702.0000
20100818,-0.0142,56897208.0000
20100819,0.0978,59312862.0000
20100820,-2.1267,58298747.0000
20100823,0.8729,48536656.0000
20100824,1.1755,54699663.0000
20100825,-1.9790,54285398.0000
20100826,0.7092,42401538.0000
20100827,0.7310,36949889.0000
20100830,2.7436,55412906.0000
20100831,0.7965,59063491.0000
20100901,-1.2869,64648953.0000
20100902,2.1007,65126400.0000
20100903,0.8121,67592641.0000
20100906,-0.2358,64243959.0000
20100907,0.6014,54167865.0000
20100908,0.8640,55226504.0000
20100909,-1.3212,70247230.0000
20100910,1.0155,62314076.0000
20100913,1.7934,62354602.0000
20100914,0.3283,61049814.0000
20100915,-1.5664,60256287.0000
20100916,-2.5206,56016231.0000
20100917,-0.1611,42085317.0000
20100920,-1.0941,38806392.0000
20100921,-0.1405,28514132.0000
20100927,2.7905,36480284.0000
20100928,-0.4120,41678014.0000
20100929,-1.3757,39953484.0000
20100930,1.5312,35289019.0000
20101008,2.3036,51551489.0000
20101011,0.4444,76595412.0000
20101012,0.3523,67833440.0000
20101013,0.6389,77370404.0000
20101014,-3.2499,75713462.0000
20101015,0.2543,71827387.0000
20101018,-1.1683,83674560.0000
20101019,3.0619,65163143.0000
20101020,0.3262,76638057.0000
20101021,0.8261,67899414.0000
20101022,0.9129,66071922.0000
20101025,2.4718,81029247.0000
20101026,0.9532,89138490.0000
20101027,-1.0181,80491678.0000
20101028,0.0964,61781621.0000
20101029,1.1181,65471877.0000
20101101,2.8490,85238377.0000
20101102,-0.5089,96864368.0000
20101103,-1.4407,76317124.0000
20101104,2.5450,76126009.0000
20101105,1.5966,89504908.0000
20101108,2.2464,95076487.0000
20101109,0.6766,92700581.0000
20101110,0.3091,88592641.0000
20101111,-0.8139,98773284.0000
20101112,-6.0460,105143255.0000
20101115,2.8189,67850335.0000
20101116,-3.5546,78362153.0000
20101117,-4.1949,54307890.0000
20101118,1.5765,42024505.0000
20101119,3.0133,54210574.0000
20101122,1.3705,60867651.0000
20101123,-1.6974,53772275.0000
20101124,2.8225,54086198.0000
20101125,1.0307,60786557.0000
20101126,-0.6115,54072353.0000
20101129,0.4036,50070999.0000
20101130,-2.6268,64600123.0000
20101201,0.1167,40821237.0000
20101202,0.4231,47746715.0000
20101203,-0.7419,37637974.0000
20101206,-1.6438,34135678.0000
20101207,1.3566,33681596.0000
20101208,-0.2874,33016178.0000
20101209,-2.0724,35036069.0000
20101210,1.4958,30412527.0000
20101213,2.7754,45563549.0000
20101214,1.2554,49363283.0000
20101215,-0.2547,46795723.0000
20101216,-0.2644,35520439.0000
20101217,0.2202,30412144.0000
20101220,-1.2396,45587756.0000
20101221,1.1477,40388406.0000
20101222,-0.9239,40779135.0000
20101223,-2.0295,34608134.0000
20101224,-1.5382,30950786.0000
20101227,-2.8431,34155338.0000
20101228,-2.4565,29554248.0000
20101229,1.7342,21476837.0000
20101230,0.3316,23532241.0000
20101231,2.2414,27654614.0000
20110104,1.5148,36995644.0000
20110105,0.3446,34752218.0000
20110106,-0.5465,31238743.0000
20110107,-0.5226,34996233.0000
20110110,-2.9061,31137862.0000
20110111,-0.5329,27506089.0000
20110112,0.5985,26914398.0000
20110113,-0.1412,25443773.0000
20110114,-2.1408,27811774.0000
20110117,-4.3086,30677510.0000
20110118,0.3772,19442866.0000
20110119,2.4052,24360938.0000
20110120,-3.6316,28652463.0000
20110121,0.6469,27095042.0000
20110124,-2.3928,25220682.0000
20110125,-1.2865,21336169.0000
20110126,1.9112,19743124.0000
20110127,1.7609,27964817.0000
20110128,1.0082,25817665.0000
20110131,1.3776,26406322.0000
20110201,0.4277,23946695.0000
20110209,-0.4505,27542085.0000
20110210,2.6955,34578250.0000
20110211,1.1160,39915983.0000
20110214,1.7901,47815133.0000
20110215,-0.0576,51557041.0000
20110216,1.7040,44671367.0000
20110217,0.7029,50445327.0000
20110218,-0.9233,42906719.0000
20110221,2.0548,47370220.0000
20110222,-2.6417,57381961.0000
20110223,1.4117,44830064.0000
20110224,0.9776,50090685.0000
20110225,0.1008,44455450.0000
20110228,1.2401,51242787.0000
20110301,0.5345,57798418.0000
20110302,-0.2675,53142790.0000
20110303,-1.9514,51710389.0000
20110304,1.1694,42559604.0000
20110307,1.3937,57478588.0000
20110308,0.5349,53140081.0000
20110309,0.3026,51146197.0000
20110310,-0.7325,52319886.0000
20110311,-0.0713,51719335.0000
20110314,0.9785,53410133.0000
20110315,-1.1311,63336064.0000
20110316,1.3257,55561319.0000
20110317,-1.8315,56740777.0000
20110318,0.4467,42676833.0000
20110321,-0.7963,41919675.0000
20110322,-0.0058,39106999.0000
20110323,1.3670,46373560.0000
20110324,0.2701,48996692.0000
20110325,0.8334,58577397.0000
20110328,-0.2454,69123030.0000
20110329,-1.7001,70333327.0000
20110330,-0.9119,53628602.0000
20110331,-1.2665,45793403.0000
20110401,1.2934,39117302.0000
20110406,-0.1429,45714761.0000
20110407,0.6309,44968886.0000
20110408,1.1601,45371604.0000
20110411,-0.8092,52617550.0000
20110412,0.1434,52714365.0000
20110413,0.9922,48871329.0000
20110414,-0.2776,48913119.0000
20110415,0.2242,52794112.0000
20110418,0.3192,56460231.0000
20110419,-1.2116,64017974.0000
20110420,0.7086,50876715.0000
20110421,0.6932,53830707.0000
20110422,-0.4431,54987670.0000
20110425,-2.1365,50114044.0000
20110426,-1.6657,39257718.0000
20110427,-1.1483,41128258.0000
20110428,-3.2173,40775602.0000
20110429,1.7128,30110310.0000
20110503,1.7305,35460535.0000
20110504,-2.1499,40627915.0000
20110505,0.2582,34700031.0000
20110506,0.4714,36905771.0000
20110509,0.8237,34562508.0000
20110510,0.5880,35224545.0000
20110511,0.2199,42374924.0000
20110512,-1.3327,47355573.0000
20110513,0.7971,42464083.0000
20110516,-0.0379,40995343.0000
20110517,-0.5459,46860595.0000
20110518,0.6614,36080751.0000
20110519,-0.5360,34682656.0000
20110520,-0.3424,30219964.0000
20110523,-3.7765,42852622.0000
20110524,-0.1592,32871981.0000
20110525,-1.1414,34181692.0000
20110526,-0.9917,35701838.0000
20110527,-3.1500,33902386.0000
20110530,-1.8932,26592575.0000
20110531,2.2837,26472384.0000
20110601,1.0489,27467294.0000
20110602,-1.3559,30385988.0000
20110603,1.7200,26719691.0000
20110607,0.9122,25352427.0000
20110608,0.3446,29693704.0000
20110609,-2.3284,30127452.0000
20110610,0.2764,27162727.0000
20110613,-0.0059,22902974.0000
20110614,1.6146,29955585.0000
20110615,-0.9083,29547811.0000
20110616,-2.1679,27906069.0000
20110617,-1.4715,22826897.0000
20110620,-1.3514,21588505.0000
20110621,1.3945,24448657.0000
20110622,-0.3965,22280879.0000
20110623,1.8911,29277376.0000
20110624,2.4130,45929284.0000
20110627,1.3086,39164604.0000
20110628,0.1376,32310011.0000
20110629,-1.3757,33963702.0000
20110630,1.5025,32737950.0000
20110701,0.5550,38820202.0000
20110704,2.4897,50314794.0000
20110705,0.6364,46068509.0000
20110706,0.2420,43304340.0000
20110707,0.0112,48503158.0000
20110708,-0.1016,36410597.0000
20110711,0.8999,37252194.0000
20110712,-1.4231,41420804.0000
20110713,1.9932,40235267.0000
20110714,0.8444,46130782.0000
20110715,0.6140,47819304.0000
20110718,-0.0160,48436666.0000
20110719,-1.0532,41506074.0000
20110720,0.1105,39451114.0000
20110721,-1.3336,38798971.0000
20110722,0.3459,33160577.0000
20110725,-3.8994,43504131.0000
20110726,0.4257,28412606.0000
20110727,1.6620,32212386.0000
20110728,-0.6259,31914051.0000
20110729,-1.1232,29398571.0000
20110801,0.3488,24982782.0000
20110802,-0.7251,30586290.0000
20110803,0.3121,27439077.0000
20110804,0.5243,25913441.0000
20110805,-1.9445,30731410.0000
20110808,-5.0065,41717504.0000
20110809,-0.3155,38004498.0000
20110810,1.4267,38268544.0000
20110811,1.7287,37546218.0000
20110812,1.1560,40382795.0000
20110815,1.4610,36169185.0000
20110816,-0.8399,34803516.0000
20110817,-0.4376,28101941.0000
20110818,-1.7145,29525608.0000
20110819,-0.9261,27429392.0000
20110822,-0.7067,24476833.0000
20110823,1.6261,25595153.0000
20110824,-0.1566,27783947.0000
20110825,2.0821,34114121.0000
20110826,0.2268,30709253.0000
20110829,-0.8888,30220343.0000
20110830,-0.8559,31378152.0000
20110831,-0.4760,24421284.0000
20110901,-0.8006,22801094.0000
20110902,-1.1397,20968771.0000
20110905,-2.4605,21013431.0000
20110906,-0.7825,17285960.0000
20110907,2.4127,23486428.0000
20110908,-1.0730,22323366.0000
20110909,-0.6199,18182359.0000
20110913,-1.6406,18062307.0000
20110914,1.1488,19006269.0000
20110915,0.0800,20381224.0000
20110916,-0.0162,17654278.0000
20110919,-1.9676,17790251.0000
20110920,0.4832,17712033.0000
20110921,2.9684,30212116.0000
20110922,-2.8840,27491613.0000
20110923,-0.8205,23245736.0000
20110926,-1.6104,19744802.0000
20110927,0.4148,19274127.0000
20110928,-1.6825,20292030.0000
20110929,-3.2182,22061617.0000
20110930,-0.3677,16756974.0000
20111010,-0.6288,13753169.0000
20111011,-0.3822,20019156.0000
20111012,3.4764,27002030.0000
20111013,1.2959,28752879.0000
20111014,-0.4163,22100436.0000
20111017,0.2993,21815065.0000
20111018,-3.0046,24453869.0000
20111019,-0.5895,19701815.0000
20111020,-2.9501,22601144.0000
20111021,-1.8386,17210084.0000
20111024,1.7722,23028722.0000
20111025,2.8424,32638637.0000
20111026,1.0776,38890214.0000
20111027,0.1185,33011479.0000
20111028,2.3093,43181068.0000
20111031,0.5168,36182616.0000
20111101,0.0117,33916985.0000
20111102,1.8238,42973877.0000
20111103,0.6098,57586450.0000
20111104,0.8178,42117977.0000
20111107,-0.3961,32477514.0000
20111108,-1.3904,30570455.0000
20111109,1.6869,32184225.0000
20111110,-1.4937,34523680.0000
20111111,-0.0548,29188801.0000
20111114,2.3983,35127017.0000
20111115,0.7957,35161439.0000
20111116,-2.4887,38356677.0000
20111117,-0.2149,29247853.0000
20111118,-2.8503,29967177.0000
20111121,0.0852,20483201.0000
20111122,-0.2195,20175323.0000
20111123,-0.3849,20435817.0000
20111124,-0.1882,21109143.0000
20111125,-0.6078,19141474.0000
20111128,0.1008,18501073.0000
20111129,1.6683,22752472.0000
20111130,-4.0365,30116374.0000
20111201,2.0178,34941884.0000
20111202,-2.0523,23210191.0000
20111205,-3.2699,20162113.0000
20111206,-0.0115,17038892.0000
20111207,0.2790,15326574.0000
20111208,-0.0544,19494263.0000
20111209,-0.9796,15358366.0000
20111212,-1.3034,14094503.0000
20111213,-3.4758,20352649.0000
20111214,-1.9174,15452334.0000
20111215,-2.7428,19868215.0000
20111216,2.9325,19225658.0000
20111219,0.2227,19381265.0000
20111220,-0.3027,19955886.0000
